cluster_id,peak_x,peak_y,peak_z,peak_value,volume_mm,aal,desikan_killiany,harvard_oxford
1.0,-20.0,-12.0,68.0,1.0,4344.0,Precentral_L,ctx-lh-precentral,40.0% Left_Precentral_Gyrus; 30.0% Left_Superior_Frontal_Gyrus
